Title,Author,Publish Date,Publisher,Description,url
"U.S., China Trade-War Crossfire Threatens Asia",Ben Otto,2018-03-27T13:16:23Z,The Wall Street Journal,"The prospect of a deepening U.S.-China trade conflict has Japan, Australia and other Asia-Pacific nations worried about getting caught in the crossfire—even if some of them have sympathy for President Donald Trump’s criticism of China.",https://www.wsj.com/articles/u-s-china-trade-war-crossfire-threatens-asia-1522155657
Unit of Taiwan's Foxconn to Buy Los Angeles-Based Belkin,Yoko Kubota,2018-03-27T11:55:37Z,The Wall Street Journal,FIT Hon Teng agreed to buy the smartphone and electronics accessories maker for $866 million as Foxconn seeks to bolster consumer-branded operations.,https://www.wsj.com/articles/unit-of-taiwans-foxconn-to-buy-los-angeles-based-belkin-1522151550
Why Isn't New York More Habitable For Food Trucks?,Charles Passy,2018-03-26T17:10:41Z,The Wall Street Journal,A U.S. Chamber of Commerce Foundation study ranks New York ninth out of 20 surveyed cities for issues related to establishing and operating a food-truck business.,https://www.wsj.com/articles/why-isnt-new-york-more-habitable-for-food-trucks-1522072800
Didn't Like That New Album? Another One Is Coming Before You Know It,Neil Shah,2018-03-26T14:58:42Z,The Wall Street Journal,"The music business is pumping out more music than ever, giving listeners more choices and artists more ways to distribute their work. But they are also finding it harder to break through the cacophony, while fans are getting overwhelmed.",https://www.wsj.com/articles/didnt-like-that-new-album-another-one-is-coming-before-you-know-it-1522076320
The Secret Inside Tiffany's Blue Box: Reed Krakoff,Christina Binkley,2018-03-26T14:07:50Z,The Wall Street Journal,How the chief artistic officer is rejuvenating the brand for the 21st century.,https://www.wsj.com/articles/the-secret-inside-tiffanys-blue-box-reed-krakoff-1522072766
"Stocks to Watch: Facebook, Apple, Qualcomm, Tesla, GE, Citigroup",Amrith Ramkumar,2018-03-26T13:24:30Z,The Wall Street Journal,Some of the companies with shares expected to trade actively in Monday's session.,https://blogs.wsj.com/moneybeat/2018/03/26/stocks-to-watch-facebook-apple-qualcomm-tesla-ge-citigroup/?mod=WSJBlog
"Spotify's Numbers Show Growth, and Maybe a Path to Profits",Anne Steele,2018-03-26T10:17:47Z,The Wall Street Journal,"As it prepares to make its debut on the New York Stock Exchange, the music-streaming service says it is prioritizing growth over profit.",https://www.wsj.com/articles/spotifys-numbers-show-growth-and-maybe-a-path-to-profits-1522058400
"The Chips Are Down for Toshiba, Thanks to China",Takashi Mochizuki,2018-03-26T07:32:50Z,The Wall Street Journal,"Toshiba said it has yet to win approval from Chinese authorities for the sale of its chip unit, increasing the likelihood it will miss its deadline to close the deal this week.",https://www.wsj.com/articles/china-stands-in-the-way-of-toshibas-19-billion-chip-deal-1522046736
How Could Facebook Have Been So Careless? - Wall Street Journal,Charles Duan,2018-03-25T19:13:19Z,The Wall Street Journal,"Wall Street Journal How Could Facebook Have Been So Careless? Wall Street Journal If it sold user data for scholarly use only, it could have taken measures to enforce that restriction. How Could Facebook Have Been So Careless? Photo: norberto duarte/Agence Fr…",https://www.wsj.com/articles/how-could-facebook-have-been-so-careless-1522005173
Trade Trouble Looms Over China Development Forum,Yoko Kubota,2018-03-25T14:44:59Z,The Wall Street Journal,"An annual global economic forum sponsored by the Chinese government has become an ad hoc stage for trade jockeying between the U.S. and China, with rising tensions over tariffs coloring the public sessions.",https://www.wsj.com/articles/trade-trouble-looms-over-china-development-forum-1521981708
"The Wall Street Journal: Apple’s Cook, BlackRock top executives urge Trump to support free trade",Yoko Kubota,2018-03-24T13:08:00Z,The Wall Street Journal,"The world doesn’t need a ‘public fight,’ says BlackRock’s FinkAttending the China Development Forum in Beijing, top executives from Apple and BlackRock were urging U.S. President Donald Trump to back away from a potential trade war.",https://www.wsj.com/articles/apples-cook-to-trump-embrace-open-trade-1521880744
Qualcomm Directors Draw Protest Vote,David Benoit,2018-03-23T20:47:49Z,The Wall Street Journal,"Six of Qualcomm’s directors, including Chief Executive Steve Mollenkopf, failed to win support from a majority of the company’s shares Friday.",https://www.wsj.com/articles/six-qualcomm-directors-including-ceo-get-less-than-50-re-election-vote-1521835909
Dropbox Shares Jump in Debut,Maureen Farrell,2018-03-23T15:55:51Z,The Wall Street Journal,"Shares of data-storage company Dropbox opened 38% higher in their market debut, a sign of strong interest in a company with $1 billion in revenue.",https://www.wsj.com/articles/dropbox-shares-jump-in-market-debut-1521819850
Trump's China Tariffs,The Editorial Board,2018-03-22T23:36:43Z,The Wall Street Journal,Stocks fall as markets doubt the White House has a trade strategy.,https://www.wsj.com/articles/trumps-china-tariffs-1521761162
The Orange Is the Apple of My Eye,Andrew Furman,2018-03-22T23:27:40Z,The Wall Street Journal,But the miraculous citrus is falling on hard times in Florida.,https://www.wsj.com/articles/the-orange-is-the-apple-of-my-eye-1521761258
Dropbox IPO Priced Above Range,Maureen Farrell,2018-03-22T23:10:01Z,The Wall Street Journal,"Dropbox priced its IPO above the already increased price range it gave investors earlier this week, a sign of the strong demand for the stock.",https://www.wsj.com/articles/dropbox-prices-ipo-above-range-marking-strong-demand-1521752561
"U.S. Music Revenue Rose in 2017 Lifted by Spotify, Other Streaming Services",Anne Steele,2018-03-22T19:43:38Z,The Wall Street Journal,"The music industry’s rebound continues as revenue in the U.S. rose significantly for two consecutive years for the first time since its 1999 peak, thanks almost entirely to the rise of streaming services.",https://www.wsj.com/articles/u-s-music-revenue-rose-in-2017-lifted-by-spotify-other-streaming-services-1521743247
2018 Nissan Leaf: A Worthy Electric Rival for the Chevy Bolt?,Dan Neil,2018-03-22T16:34:43Z,The Wall Street Journal,"Starting seven grand cheaper than the Bolt, the redesigned Nissan Leaf EV got an upgrade in range to 151 miles on a full charge. Dan Neil ponders its relative virtue.",https://www.wsj.com/articles/2018-nissan-leaf-a-worthy-electric-rival-for-the-chevy-bolt-1521736481
U.S. Trade Leverage With China Is Weakening,Nathaniel Taplin,2018-03-22T12:01:44Z,The Wall Street Journal,Chinese workers are less dependent on labor-intensive export industries than they used to be. But U.S. farmers are more dependent on China.,https://www.wsj.com/articles/u-s-trade-leverage-with-china-is-weakening-1521720102
U.S. Trade Leverage With China Is Weakening,Nathaniel Taplin,2018-03-22T10:24:49Z,The Wall Street Journal,Chinese workers are less dependent on labor-intensive export industries than they used to be. But U.S. farmers are more dependent on China.,https://www.wsj.com/articles/u-s-trade-leverage-with-china-is-weakening-1521714109
Arizona Police Release Video of Fatal Self-Driving Uber Accident,,2018-03-21T23:00:40Z,The Wall Street Journal,"As part of its investigation, the Tempe, Ariz., police department released this video showing the moment before a self-driving Uber operating in autonomous mode struck a pedestrian on March 18. Warning: Graphic content. PHOTO: CHRIS CARLSON/ASSOCIATED PRESS",http://www.wsj.com/video/arizona-police-release-video-of-fatal-self-driving-uber-accident/FD644776-46DE-4286-83AC-E821CB4E173A.html
Europe's Tax War on US Tech - Wall Street Journal,The Editorial Board,2018-03-21T22:45:36Z,The Wall Street Journal,"CNNMoney Europe's Tax War on US Tech Wall Street Journal European Commssioner for Economic and Financial Affairs, Taxation and Customs Pierre Moscovici addresses a press conference at the European Union in Brussels, March 21. Photo: emmanuel dunand/Agence Fra…",https://www.wsj.com/articles/europes-tax-war-on-u-s-tech-1521672316
"Two Ford Executives, Hired From Silicon Valley, to Exit",Christina Rogers,2018-03-21T21:24:24Z,The Wall Street Journal,"Ford Motor is losing two executives it recently recruited from Silicon Valley, the latest in a series of prominent executives to leave the car maker since Chief Executive Jim Hackett was hired last year.",https://www.wsj.com/articles/two-ford-executives-hired-from-silicon-valley-to-exit-1521667462
Why the Saudi Crown Prince Is on a Coast-to-Coast Tour of the U.S.,,2018-03-21T18:03:25Z,The Wall Street Journal,"Saudi Arabia's crown prince Mohammed bin Salman is on a tour of the United States, as he presses ahead with his plans to reform Saudi Arabia from an ultraconservative petrostate to a country that is open to business and eager for foreign investment. WSJ's Nik…",http://www.wsj.com/video/why-the-saudi-crown-prince-is-on-a-coast-to-coast-tour-of-the-us/A7A77737-7B27-491C-89A8-30C0E340415C.html
How Alibaba and Tencent Became Dominant in Mobile Payments,,2018-03-21T15:28:56Z,The Wall Street Journal,Chinese tech companies Alibaba and Tencent have emerged as global leaders in mobile-payment technology. This animated video charts the key steps along their rise to the top.,http://www.wsj.com/video/how-alibaba-and-tencent-became-dominant-in-mobile-payments/21FC0EC4-6B4D-4287-9BF9-65A63FA9E756.html
Smartwatch Shows Promise in Detecting Heart Problem,Peter Loftus,2018-03-21T15:03:35Z,The Wall Street Journal,"Smartwatches could detect a common heart-rhythm disorder with relatively high accuracy when people were at rest, but less so when participants were physically active, a new study found.",https://www.wsj.com/articles/smartwatch-shows-promise-in-detecting-heart-problem-1521644401
Dropbox Raises Expected Valuation Range Ahead of IPO,Austen Hufford,2018-03-21T14:17:28Z,The Wall Street Journal,Dropbox Inc. has raised its valuation and share-price target on the heels of strong demand from potential investors ahead of its initial public offering.,https://www.wsj.com/articles/dropbox-raises-expected-valuation-range-ahead-of-ipo-1521640588
"Stocks to Watch: Facebook, Apple, Bank of America, FedEx, MuleSoft, GE, General Mills, Nordstrom",Amrith Ramkumar,2018-03-21T13:30:13Z,The Wall Street Journal,"Among the companies with shares expected to trade actively in Wednesday's session are Facebook, Apple, Bank of America, FedEx, Mulesoft and General Electric.",https://blogs.wsj.com/moneybeat/2018/03/21/stocks-to-watch-facebook-apple-bank-of-america-fedex-mulesoft-ge-general-mills-nordstrom/
Iovine Planned Exit From APPLE Music Raises Leadership Questions...,Tripp Mickle,2018-03-21T11:16:28Z,The Wall Street Journal,"Apple executive Jimmy Iovine will transition into a consulting role in August and step back from daily involvement with the company’s streaming-music business, according to people familiar with his plans.",https://www.wsj.com/articles/jimmy-iovines-planned-exit-from-apple-music-raises-leadership-questions-1521630001
Why Your Doctor's Computer Is So Clunky,Marion Mass,2018-03-20T22:31:04Z,The Wall Street Journal,Washington mandates Electronic Health Records but stands in the way of innovation.,https://www.wsj.com/articles/why-your-doctors-computer-is-so-clunky-1521585062
Why CFIUS Is Becoming a Bigger Deal for Deals,,2018-03-20T22:28:09Z,The Wall Street Journal,A secretive panel called CFIUS is paving the way for President Trump to block more foreign business deals due to national security concerns. WSJ's Shelby Holliday explains why you'll hear more about CFIUS during the Trump era. Illustration: Laura Kammerman,http://www.wsj.com/video/why-cfius-is-becoming-a-bigger-deal-for-deals/3453A554-5A75-4170-BFDF-DA2151B60701.html
'Ambitious' Apple Store Put Up For Sale by Chicago Landlord,Peter Grant,2018-03-20T17:46:21Z,The Wall Street Journal,The Chicago landlord of what Apple Inc. calls its “most ambitious store” has put the building on the block in a sales process that will test the power of the popular brand name in a tempestuous retail climate.,https://www.wsj.com/articles/ambitious-apple-store-put-up-for-sale-by-chicago-landlord-1521567268
Amazon Poised to Pass Alphabet as Second-Largest U.S. Company,Amrith Ramkumar,2018-03-20T17:01:41Z,The Wall Street Journal,"Amazon is on track to close with a higher market value than Alphabet for the first time, leaving the e-commerce giant only behind Apple among the largest U.S. firms.",https://blogs.wsj.com/moneybeat/2018/03/20/amazon-poised-to-pass-alphabet-as-second-largest-u-s-company/
Beat Doritos? Yes We Can,Spencer Jakab,2018-03-20T16:13:28Z,The Wall Street Journal,"Campbell Soup Co chief executive officer Denise Morrison has been criticized for agreeing to buy snack maker Snyder’s-Lance back in December. Since then, though, rival Frito-Lay has seen snarled deliveries in the nation's biggest city, giving Snyder's an oppo…",https://blogs.wsj.com/moneybeat/2018/03/20/beat-doritos-yes-we-can/
Trump to Greet Visiting Saudi Prince with a Crowded Agenda - Wall Street Journal,Dion Nissenbaum,2018-03-20T15:56:59Z,The Wall Street Journal,Wall Street Journal Trump to Greet Visiting Saudi Prince with a Crowded Agenda Wall Street Journal Both countries touting this week's meetings as reflection of growing ties between Washington and Riyadh. President Donald Trump and Saudi Deputy Crown Prince an…,https://www.wsj.com/articles/trump-to-greet-visiting-saudi-prince-with-a-crowded-agenda-1521561403
Trump to Greet Visiting Saudi Prince with a Crowded Agenda,Dion Nissenbaum,2018-03-20T15:44:56Z,The Wall Street Journal,"President Donald Trump is expected to meet Tuesday with Saudi Arabia’s Crown Prince Mohammed bin Salman in the Oval Office, where the two leaders are expected to focus combatting Iran’s influence in the Middle East and strengthening ties between their two cou…",https://www.wsj.com/articles/trump-to-greet-visiting-saudi-prince-with-a-crowded-agenda-1521560654
Suspect in Kim Jong Nam’s Killing Simulated Attack in Pranks,,2018-03-20T15:03:55Z,The Wall Street Journal,"Security camera footage shows a Vietnamese woman accused of poisoning the North Korean leader’s half brother, Kim Jong Nam, performing a prank at Hanoi's airport that simulated the attack. Photo: Hisyam Teh Poh Teik",http://www.wsj.com/video/suspect-in-kim-jong-nams-killing-simulated-attack-in-pranks/861E663A-D5DF-4ED7-8427-54DABF8281AB.html
Xi: Attempts to Divide China are 'Doomed to Fail',,2018-03-20T09:42:20Z,The Wall Street Journal,"Speaking at the close of the National People's Congress in Beijing, President Xi Jinping offered his vision for a unified China, taking a stern tone days after the U.S. passed a law allowing high-level visits with Taiwan.",http://www.wsj.com/video/xi-attempts-to-divide-china-are-doomed-to-fail/ED911EA4-CC91-4FAA-90AE-EEE3EBCD418C.html
Global Tech Slump Carries Over to Asian Stocks,Gregor Stuart Hunter,2018-03-20T01:54:47Z,The Wall Street Journal,Asian stocks opened lower after tech shares fell sharply in the U.S. overnight.,https://www.wsj.com/articles/global-tech-slump-carries-over-to-asian-stocks-1521510615
Facebook Stock Decline Knocks it Out of S&P 500′s Big Five,Ben Eisen,2018-03-19T15:54:31Z,The Wall Street Journal,"Facebook Inc.'s share-price fall on Monday shaved roughly $30 billion from its market cap, enough to remove it from the ranks of the five biggest companies in the S&P 500.",https://blogs.wsj.com/moneybeat/2018/03/19/facebook-stock-decline-knocks-it-out-of-sp-500s-big-five/
"Stocks to Watch: Facebook, Alphabet, Apple, Nike, CSRA, Newell, GrubHub, Orbotech, Meredith, Dana",Amrith Ramkumar,2018-03-19T13:19:19Z,The Wall Street Journal,"Among the companies with shares expected to trade actively in Monday's session are Facebook, Alphabet, Apple, Nike, CSRA and Newell Brands.",https://blogs.wsj.com/moneybeat/2018/03/19/stocks-to-watch-facebook-alphabet-apple-nike-csra-newell-grubhub-orbotech-meredith-dana/
Saudi Crown Prince Will Seek to Solidify Anti-Iran Stance With Trump White House - Wall Street Journal,Margherita Stancati,2018-03-19T11:01:33Z,The Wall Street Journal,"Wall Street Journal Saudi Crown Prince Will Seek to Solidify Anti-Iran Stance With Trump White House Wall Street Journal Saudi Arabia's Crown Prince Mohammed bin Salman is beginning a nearly three-week tour of the U.S. that includes stops in New York, Silicon…",https://www.wsj.com/articles/saudi-crown-prince-will-seek-to-solidify-anti-iran-stance-with-trump-white-house-1521457201
Qualcomm CEO Faces Fights on Many Fronts,Ted Greenwald,2018-03-19T11:00:02Z,The Wall Street Journal,"For Qualcomm CEO Steve Mollenkopf, having fended off an unwanted takeover from Broadcom just leaves more headaches, from customer disputes to unhappy shareholders to a new long-shot takeover bid from his former boss.",https://www.wsj.com/articles/qualcomm-ceo-steve-mollenkopf-faces-fights-on-many-fronts-1521457200
Trade Associations to Petition Trump Administration to Halt China-Tariff Plans,Bob Davis,2018-03-18T22:48:56Z,The Wall Street Journal,Forty-five groups representing a wide swath of the U.S. economy are asking the president to work with other nations to press Beijing to end restrictions on foreign firms instead of imposing tariffs on China.,https://www.wsj.com/articles/trade-associations-to-petition-trump-administration-to-halt-china-tariff-plans-1521412447
AT&T's 'South Park' Argument,Andy Kessler,2018-03-18T20:42:40Z,The Wall Street Journal,"While cartoons mock Netflix as a content spigot, a Time Warner merger is no threat.",https://www.wsj.com/articles/at-ts-south-park-argument-1521397501
The Battery Boost We've Been Waiting for Is Only a Few Years Out,Christopher Mims,2018-03-18T12:28:45Z,The Wall Street Journal,"Lithium-ion batteries get a little bit better every year, but capacity is about to get a much-needed major lift, thanks to nanotechnology and a shift in materials.",https://www.wsj.com/articles/the-battery-boost-weve-been-waiting-for-is-only-a-few-years-out-1521374401
Freed Saudi Media Mogul Touts New Business Ties With Government - Wall Street Journal,Margherita Stancati,2018-03-17T17:02:26Z,The Wall Street Journal,"Wall Street Journal Freed Saudi Media Mogul Touts New Business Ties With Government Wall Street Journal A general view of the MBC building at Media City in Dubai, United Arab Emirates. Photo: Kamran Jebreili/Associated Press. By. Margherita Stancati. Margheri…",https://www.wsj.com/articles/freed-saudi-media-mogul-touts-new-business-ties-with-government-1521306115
Qualcomm: In the Market for Fresh Perspective,Dan Gallagher,2018-03-17T13:58:23Z,The Wall Street Journal,Can Qualcomm break from its past without endangering its future? That should be the key question on the minds of the chipmaker’s board of directors in the wake of its close call with Broadcom.,https://www.wsj.com/articles/qualcomm-in-the-market-for-fresh-perspective-1521293077
Dealpolitik: Broad Governance Shadow Cast by Qualcomm Deal Blockage,Ronald Barusch,2018-03-17T11:00:40Z,The Wall Street Journal,U.S. intervention to stop Broadcom's hostile pursuit of Qualcomm could set a precedent that leaves shareholders with less protection.,https://blogs.wsj.com/moneybeat/2018/03/17/dealpolitik-broad-governance-shadow-cast-by-qualcomm-deal-blockage/
"What's That Thing You're Sending an Email With? Um, It's a BlackBerry",Vipal Monga,2018-03-16T22:50:43Z,The Wall Street Journal,"The once-popular device, long since upstaged by touch-screen rivals, still has its devoted fans; ‘built like a tank.’",https://www.wsj.com/articles/whats-that-thing-youre-sending-an-email-with-um-its-a-blackberry-1521215499
EA Drops Plan to Sell 'Loot Boxes' in 'Star Wars Battlefront II',Sarah E. Needleman,2018-03-16T20:09:27Z,The Wall Street Journal,Videogame-maker Electronic Arts Inc. nixed its plan to sell randomized packs of virtual goods—known as “crates” or “loot boxes”—in the latest edition of its “Star Wars Battlefront” series.,https://www.wsj.com/articles/electronic-arts-drops-plan-to-sell-loot-boxes-in-star-wars-battlefront-ii-videogame-1521228065
Dow Struggles to Take Flight Without Boeing,Chelsey Dulaney,2018-03-16T12:32:08Z,The Wall Street Journal,"Boeing has been the Dow's biggest driver recently, but new trade tensions are upending that relationship.",https://blogs.wsj.com/moneybeat/2018/03/16/dow-struggles-to-take-flight-without-boeing/
"Billions of Dollars Pour Into Tech Funds, Powering Stock-Market Gains - Wall Street Journal",Michael Wursthorn,2018-03-15T17:27:15Z,The Wall Street Journal,"TheStreet.com Billions of Dollars Pour Into Tech Funds, Powering Stock-Market Gains Wall Street Journal With the S&P 500 index increasingly supported by the biggest tech names, any selloff in the sector could drag down the index with it. “Investors tend to wa…",https://www.wsj.com/articles/billions-of-dollars-pour-into-tech-funds-powering-stock-market-gains-1521134758
What Barry Sonnenfeld Listens to While Waiting for the End of the World,Chris Kornelis,2018-03-15T15:07:39Z,The Wall Street Journal,"The director and showrunner of Netflix’s ‘A Series of Unfortunate Events’ on wearing two watches, carrying three smartphones and zooming around set on a horse saddle.",https://www.wsj.com/articles/what-barry-sonnenfeld-listens-to-while-waiting-for-the-end-of-the-world-1521126457
"Live Like a Farmer, Minus the Dirt",Amy Gamerman,2018-03-15T14:17:49Z,The Wall Street Journal,"The locavore lifestyle is going upscale: High-end communities offer residents pre-planted orchards and vegetable gardens, sometimes with concierge weeding",https://www.wsj.com/articles/live-like-a-farmer-minus-the-dirt-1521123467
"Rising Demand May Gobble Up Extra U.S. Crude, Says IEA—Energy Journal",Neanda Salvaterra,2018-03-15T11:17:44Z,The Wall Street Journal,"A daily digest of The Wall Street Journal’s coverage of energy companies, commodity markets and the forces that shape them. Send us tips, suggestions and complaints: EnergyJournal@wsj.com Sign up for this newsletter: http://on.wsj.com/EnergyJournalSignup OIL …",https://blogs.wsj.com/moneybeat/2018/03/15/energy-journal-rising-demand-may-gobble-up-extra-u-s-crude-says-iea/
"Pricier Than Apple? Xiaomi's Hot Again, and Investors Could Get Burned",Li Yuan,2018-03-15T10:39:28Z,The Wall Street Journal,"Back in 2014, Chinese smartphone-maker Xiaomi became the most valuable startup in the world, but its star dimmed after missing sales targets. Now back on track, Xiaomi is looking at an IPO with valuations ranging between $80 billion and $200 billion. Is it in…",https://www.wsj.com/articles/pricier-than-apple-xiaomis-hot-again-and-investors-could-get-burned-1521109439
The Real Drama in Russia's Election: How Many Voters Will Show Up?,Thomas Grove,2018-03-15T09:49:09Z,The Wall Street Journal,"Russian President Vladimir Putin has an approval rating of around 80%, according to polls, making the challenge for the Kremlin not how to assure his victory against a cast of weak opponents, but how to boost voter turnout and legitimize an uncompetitive elec…",https://www.wsj.com/articles/the-real-drama-in-russias-election-how-many-voters-will-show-up-1521106201
Radio Giant iHeartMedia Files for Bankruptcy,Soma Biswas,2018-03-15T07:16:27Z,The Wall Street Journal,"The company behind the biggest U.S. radio broadcaster filed for chapter 11 after reaching an agreement in principle with investors over a balance-sheet restructuring, a decade after a private-equity-led buyout left it with billions in debt.",https://www.wsj.com/articles/radio-giant-iheartmedia-files-for-bankruptcy-reaches-restructuring-agreement-in-principle-with-investors-1521092058
Glencore's Cobalt Sale Helps China's Drive to Build Electric Vehicles,Scott Patterson,2018-03-15T01:06:01Z,The Wall Street Journal,"Glencore PLC has agreed to sell a large chunk of its cobalt production to a Chinese company, marking another victory for China in a race to lock up supplies of an important metal used in batteries for electric vehicles.",https://www.wsj.com/articles/glencores-cobalt-sale-helps-chinas-drive-to-build-electric-vehicles-1521060016
Europe Tightens Screws on U.S. Tech,Natalia Drozdiak,2018-03-14T16:25:42Z,The Wall Street Journal,Europe is zeroing in on U.S. tech companies as tensions between Brussels and Washington escalate over trade.,https://www.wsj.com/articles/europe-tightens-screws-on-u-s-tech-amid-trans-atlantic-tensions-over-trade-1521044453
"WSJ City PM: UK Tensions Ramp Up with Russia, Lessons Learned From Bear Stearns, A Clearer Picture on Prudential",Mischa Frankl-Duval,2018-03-14T16:18:31Z,The Wall Street Journal,"Good afternoon from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY The UK is ki…",https://blogs.wsj.com/moneybeat/2018/03/14/wsj-city-pm-may-expels-russian-diplomats-lessons-learned-from-the-bear-stearns-bailout-one-benefit-of-the-prudential-split/
"U.K. to Expel 23 Russian Diplomats, Draghi Warns on Bond-Buying Program, France Targets U.S. Tech Giants",WSJ Staff,2018-03-14T15:07:21Z,The Wall Street Journal,"Brexit & Beyond: Europe in Flux is The Wall Street Journal’s round-up of news and analysis of how Brexit will affect global business, economies and finance. You can sign up here. MUST READS British Prime Minister Theresa May. FACUNDO ARRIZABALAGA/REX/SHUTTERS…",https://blogs.wsj.com/moneybeat/2018/03/14/u-k-to-expel-23-russian-diplomats-draghi-warns-on-bond-buying-program-france-targets-u-s-tech-giants/
How Do 'American Idol' Winners Fare in the Music Industry?,John Jurgensen,2018-03-14T13:44:30Z,The Wall Street Journal,"Now that “American Idol” is back on the air, it is being judged primarily on the ratings and buzz it generates for ABC. But can it still turn contestants into stars?",https://www.wsj.com/articles/how-do-american-idol-winners-fare-in-the-music-industry-1521032309
"France Targets APPLE, GOOGLE for 'Abusive Commercial Practices'...",Sam Schechner,2018-03-14T13:22:38Z,The Wall Street Journal,"France wants to fine Apple and Google for allegedly taking advantage of smaller French software developers, targeting two of the U.S.’s biggest companies, as tensions heat up between the two continents after President Trump said he would adopt new tariffs.",https://www.wsj.com/articles/france-targets-apple-google-for-abusive-commercial-practices-1521031428
Rejection of Qualcomm-Broadcom Deal Followed Monthslong Strategy,Ted Greenwald,2018-03-14T00:47:34Z,The Wall Street Journal,The Trump administration’s extraordinary intervention against the $117 billion takeover of Qualcomm surfaced suddenly last week. But it was months in the making.,https://www.wsj.com/articles/rejection-of-qualcomm-broadcom-deal-followed-monthslong-strategy-1520986563
Artificial Intelligence Rules More of Your Life. Who Rules AI?,Heidi Vogt,2018-03-13T09:30:17Z,The Wall Street Journal,Technology companies are racing to get ahead of regulators to shape the future of artificial intelligence.,https://www.wsj.com/articles/artificial-intelligence-rules-more-of-your-life-who-rules-ai-1520933401
Trump Takes Qualcomm Off the Market,Dan Gallagher,2018-03-13T03:34:47Z,The Wall Street Journal,President Trump ordered Broadcom to call off its unsolicited attempt to acquire Qualcomm for $117 billion. The order cited “credible evidence” that Broadcom “might take action that threatens to impair the national security of the United States” if it controll…,https://www.wsj.com/articles/trump-takes-qualcomm-off-the-market-1520912085
Who's Afraid of Higher Wages?,Larry Kudlow,2018-03-12T23:35:35Z,The Wall Street Journal,"A surge in investment, productivity and profits has analysts fretting about an ‘overheated’ economy.",https://www.wsj.com/articles/whos-afraid-of-higher-wages-1520897733
Tech Companies Are Taking Over the Stock Market,Ben Eisen,2018-03-12T19:51:06Z,The Wall Street Journal,"Technology companies are conquering the stock market, boosting sectors not often associated with the giants of Silicon Valley.",https://blogs.wsj.com/moneybeat/2018/03/12/tech-companies-are-taking-over-the-stock-market/
Helicopter Pilot Cites Passenger Bag as Possible Cause of Crash,Zolan Kanno-Youngs,2018-03-12T19:39:08Z,The Wall Street Journal,"The pilot of a helicopter that crashed into New York City’s East River Sunday night said one of the passenger’s bags may have inadvertently hit the emergency fuel-shutoff button, leading to the crash that killed five passengers.",https://www.wsj.com/articles/helicopter-pilot-cites-passenger-bag-as-possible-cause-of-crash-1520869696
Apple to Acquire Magazine-Subscription Service Texture,Tripp Mickle,2018-03-12T18:41:26Z,The Wall Street Journal,"Apple Inc. said it will acquire Next Issue Media and its digital-magazine-subscription service Texture, a product developed by top magazine companies that bundles together some 200 subscriptions into one monthly service.",https://www.wsj.com/articles/apple-to-acquire-magazine-subscription-service-texture-1520875158
Is Time Running Out for the Swiss Watch Industry?,Matthew Dalton,2018-03-12T15:28:39Z,The Wall Street Journal,"With sales flagging, Switzerland’s watchmakers need to raise the interest of a generation that has no need for traditional timepieces. An unlikely 68-year-old executive is leading the way.",https://www.wsj.com/articles/is-time-running-out-for-the-swiss-watch-industry-1520867714
Dropbox IPO Target Valuation Set at $7 Billion to $8 Billion,Maureen Farrell,2018-03-12T12:03:42Z,The Wall Street Journal,"Dropbox set a valuation target between $7 billion and nearly $8 billion ahead of its initial public offering, which is set to be one of the biggest tech IPOs in the past few years",https://www.wsj.com/articles/dropbox-sets-ipo-target-valuation-at-7-billion-to-8-billion-1520852412
Why Intel Is So Wary of a Broadcom-Qualcomm Merger,Ted Greenwald,2018-03-11T20:40:11Z,The Wall Street Journal,"The revelation that Intel is considering buying Broadcom, a company valued at more than $100 billion, shows the depth to which the chip giant feels threatened by a potential tie-up between Broadcom and its rival Qualcomm .",https://www.wsj.com/articles/why-intel-is-so-wary-of-a-broadcom-qualcomm-merger-1520800808
What Picking Up an Apple Tells You About the Future of Robotics,,2018-03-11T13:00:00Z,The Wall Street Journal,"Robot hands are evolving from hard claws to squishy fingers. This breakthrough could transform e-commerce, agriculture, food handling, and other industries.",http://www.wsj.com/video/what-picking-up-an-apple-tells-you-about-the-future-of-robotics/08DE814E-571A-4E02-80D4-717E28D57FB5.html
How Do Pundits Never Get It Wrong? Call 40% Chance...,Rolfe Winkler,2018-03-10T13:22:37Z,The Wall Street Journal,Talking heads have learned if you predict something is 40% likely to happen you’ll never be wrong. It’s a favorite tactic of Wall Street analysts and other prognosticators trying to make bold calls without being too bold.,https://www.wsj.com/articles/how-do-pundits-never-get-it-wrong-call-a-40-chance-1519662425
Major Food Group Bellies Up to Two New Bars,Charles Passy,2018-03-10T13:00:01Z,The Wall Street Journal,"Major Food Group has built its reputation as one of New York City’s pre-eminent restaurateurs. Now, the company behind hits like Parm and Sadelle’s is turning its attention to all things drink.",https://www.wsj.com/articles/new-yorks-major-food-group-bellies-up-to-two-new-bars-1520686800
